"POINTID","GRID_CODE","coords.x1","coords.x2","elevation","slope","aspect","hillshade","clay","sand","bd","soc","LC"
1057,0.18325324,-9536038.56118906,3681801.14351084,491,1,333,182,27,38,154,3,10
1058,0.18325324,-9535038.56118906,3681801.14351084,503,1,331,182,28,37,151,4,10
1059,0.18325324,-9534038.56118906,3681801.14351084,508,1,0,180,27,39,151,4,10
1060,0.18162736,-9533038.56118906,3681801.14351084,503,1,348,181,27,38,152,4,10
1061,0.18162736,-9532038.56118906,3681801.14351084,534,1,354,181,30,38,150,5,10
1062,0.18162736,-9531038.56118906,3681801.14351084,519,1,33,178,30,37,152,4,10
1063,0.14663312,-9530038.56118906,3681801.14351084,510,1,43,178,30,39,154,4,10
1064,0.14663312,-9529038.56118906,3681801.14351084,493,1,53,177,30,39,155,4,10
1065,0.14663312,-9528038.56118906,3681801.14351084,478,1,39,179,27,39,157,3,10
1066,0.14831547,-9527038.56118906,3681801.14351084,479,1,47,179,26,41,158,3,10
1067,0.14831547,-9526038.56118906,3681801.14351084,464,0,342,181,28,38,156,3,10
1068,0.14831547,-9525038.56118906,3681801.14351084,466,0,355,180,28,37,156,4,10
1069,0.18203934,-9524038.56118906,3681801.14351084,465,0,351,181,29,36,157,4,10
1070,0.18203934,-9523038.56118906,3681801.14351084,468,1,342,181,27,40,158,3,10
1071,0.18203934,-9522038.56118906,3681801.14351084,471,1,11,180,28,39,157,3,10
1072,0.162397,-9521038.56118906,3681801.14351084,463,0,340,181,27,39,158,3,10
1073,0.162397,-9520038.56118906,3681801.14351084,476,1,313,182,27,40,157,3,10
1074,0.162397,-9519038.56118906,3681801.14351084,477,1,18,179,27,39,158,4,10
1075,0.16493745,-9518038.56118906,3681801.14351084,470,1,347,181,28,37,157,4,10
1076,0.16493745,-9517038.56118906,3681801.14351084,482,1,339,182,28,38,154,4,10
1077,0.16493745,-9516038.56118906,3681801.14351084,483,1,345,181,28,38,152,4,9
1078,0.16234308,-9515038.56118906,3681801.14351084,492,1,44,179,27,39,152,4,10
1079,0.16234308,-9514038.56118906,3681801.14351084,469,2,89,176,27,39,157,3,10
1080,0.16234308,-9513038.56118906,3681801.14351084,451,1,324,182,27,38,157,3,10
1081,0.16322684,-9548038.56118906,3680801.14351084,530,1,63,178,28,38,152,4,10
1082,0.16322684,-9547038.56118906,3680801.14351084,513,0,342,181,28,37,154,4,10
1083,0.16322684,-9546038.56118906,3680801.14351084,532,1,317,183,28,39,152,4,10
1084,0.17606543,-9545038.56118906,3680801.14351084,530,1,15,180,30,37,151,4,10
1085,0.17606543,-9544038.56118906,3680801.14351084,527,1,3,180,29,38,151,4,10
1086,0.17606543,-9543038.56118906,3680801.14351084,528,1,353,181,29,40,149,4,10
1087,0.15915753,-9542038.56118906,3680801.14351084,532,2,0,180,27,38,149,4,10
1088,0.15915753,-9541038.56118906,3680801.14351084,528,2,25,178,28,40,149,4,10
1089,0.15915753,-9540038.56118906,3680801.14351084,513,1,14,179,28,39,150,4,10
1090,0.1655809,-9539038.56118906,3680801.14351084,511,1,77,178,27,38,153,3,10
1091,0.1655809,-9538038.56118906,3680801.14351084,498,1,13,180,28,36,154,3,10
1092,0.1655809,-9537038.56118906,3680801.14351084,507,1,344,181,29,36,154,3,10
1093,0.14687949,-9536038.56118906,3680801.14351084,507,1,339,182,28,39,152,4,10
1094,0.14687949,-9535038.56118906,3680801.14351084,519,2,337,182,28,40,152,4,10
1095,0.14687949,-9534038.56118906,3680801.14351084,525,2,343,182,26,40,151,4,10
1096,0.21234217,-9533038.56118906,3680801.14351084,533,1,350,181,27,39,149,4,10
1097,0.21234217,-9532038.56118906,3680801.14351084,527,0,150,180,29,36,150,4,10
1098,0.21234217,-9531038.56118906,3680801.14351084,527,1,127,179,29,36,152,3,10
1099,0.16910411,-9530038.56118906,3680801.14351084,513,1,114,178,31,37,153,4,10
1100,0.16910411,-9529038.56118906,3680801.14351084,504,1,98,178,30,38,156,3,10
1101,0.16910411,-9528038.56118906,3680801.14351084,489,1,82,178,28,40,159,3,10
1102,0.18613476,-9527038.56118906,3680801.14351084,479,1,105,178,28,39,159,3,10
1103,0.18613476,-9526038.56118906,3680801.14351084,469,1,334,182,29,35,156,4,10
1104,0.18613476,-9525038.56118906,3680801.14351084,478,1,345,181,29,35,154,4,10
1105,0.16276616,-9524038.56118906,3680801.14351084,475,1,358,180,28,36,157,3,10
1106,0.16276616,-9523038.56118906,3680801.14351084,479,1,324,182,28,38,156,3,10
1107,0.16276616,-9522038.56118906,3680801.14351084,488,1,12,180,28,38,156,3,10
1108,0.16777815,-9521038.56118906,3680801.14351084,473,1,21,179,26,39,158,3,10
1109,0.16777815,-9520038.56118906,3680801.14351084,479,1,280,183,27,39,155,3,10
1110,0.16777815,-9519038.56118906,3680801.14351084,494,1,29,179,28,38,153,4,10
1111,0.15801086,-9518038.56118906,3680801.14351084,486,1,343,181,28,37,154,4,10
1112,0.15801086,-9517038.56118906,3680801.14351084,504,1,324,182,28,38,152,4,10
1113,0.15801086,-9516038.56118906,3680801.14351084,503,1,81,179,28,36,152,4,10
1114,0.174568,-9515038.56118906,3680801.14351084,488,1,117,176,28,37,152,4,10
1115,0.174568,-9514038.56118906,3680801.14351084,465,1,106,177,25,40,160,2,10
1116,0.174568,-9513038.56118906,3680801.14351084,470,1,327,182,27,38,155,4,10
1117,0.16322684,-9548038.56118906,3679801.14351084,527,1,78,177,29,37,152,3,10
1118,0.16322684,-9547038.56118906,3679801.14351084,515,1,326,181,29,37,154,3,10
1119,0.16322684,-9546038.56118906,3679801.14351084,538,1,263,185,29,38,152,4,10
1120,0.17606543,-9545038.56118906,3679801.14351084,544,1,1,180,29,40,151,4,10
1121,0.17606543,-9544038.56118906,3679801.14351084,555,2,350,181,29,40,150,4,10
1122,0.17606543,-9543038.56118906,3679801.14351084,554,2,353,181,28,42,151,4,9
1123,0.15915753,-9542038.56118906,3679801.14351084,561,1,3,180,29,41,150,4,10
1124,0.15915753,-9541038.56118906,3679801.14351084,552,1,48,178,28,42,148,4,10
1125,0.15915753,-9540038.56118906,3679801.14351084,535,1,55,177,29,40,150,4,10
1126,0.1655809,-9539038.56118906,3679801.14351084,507,1,43,179,27,38,153,3,10
1127,0.1655809,-9538038.56118906,3679801.14351084,512,1,326,182,27,38,152,3,10
1128,0.1655809,-9537038.56118906,3679801.14351084,527,1,333,182,27,40,152,3,10
1129,0.14687949,-9536038.56118906,3679801.14351084,528,2,332,183,28,42,151,4,10
1130,0.14687949,-9535038.56118906,3679801.14351084,552,2,327,184,29,41,150,4,10
1131,0.14687949,-9534038.56118906,3679801.14351084,560,1,4,180,29,40,150,4,10
1132,0.21234217,-9533038.56118906,3679801.14351084,549,1,33,178,27,39,150,4,9
1133,0.21234217,-9532038.56118906,3679801.14351084,524,1,69,177,27,37,150,4,10
1134,0.21234217,-9531038.56118906,3679801.14351084,507,1,92,178,28,37,149,4,10
1135,0.16910411,-9530038.56118906,3679801.14351084,498,1,122,178,29,36,155,3,10
1136,0.16910411,-9529038.56118906,3679801.14351084,489,1,137,179,28,38,155,3,10
1137,0.16910411,-9528038.56118906,3679801.14351084,482,1,117,179,27,38,159,3,10
1138,0.18613476,-9527038.56118906,3679801.14351084,472,0,109,179,28,37,157,3,10
1139,0.18613476,-9526038.56118906,3679801.14351084,492,2,336,182,28,38,153,4,10
1140,0.18613476,-9525038.56118906,3679801.14351084,492,1,353,181,28,38,152,4,10
1141,0.16276616,-9524038.56118906,3679801.14351084,496,1,5,180,29,38,156,3,10
1142,0.16276616,-9523038.56118906,3679801.14351084,489,1,344,181,28,39,156,3,10
1143,0.16276616,-9522038.56118906,3679801.14351084,503,1,358,180,28,40,153,4,10
1144,0.16777815,-9521038.56118906,3679801.14351084,490,1,32,178,26,40,156,4,10
1145,0.16777815,-9520038.56118906,3679801.14351084,482,1,296,182,27,38,157,3,10
1146,0.16777815,-9519038.56118906,3679801.14351084,510,1,2,180,28,42,152,3,10
1147,0.15801086,-9518038.56118906,3679801.14351084,507,1,3,180,27,41,153,3,10
1148,0.15801086,-9517038.56118906,3679801.14351084,509,1,110,178,28,40,151,4,10
1149,0.15801086,-9516038.56118906,3679801.14351084,486,1,117,176,28,37,154,4,10
1150,0.174568,-9515038.56118906,3679801.14351084,470,1,119,177,28,39,156,3,10
1151,0.174568,-9514038.56118906,3679801.14351084,458,1,27,179,25,40,159,2,10
1152,0.174568,-9513038.56118906,3679801.14351084,483,1,293,183,29,36,155,4,10
1153,0.16322684,-9548038.56118906,3678801.14351084,539,1,32,179,28,38,152,4,10
1154,0.16322684,-9547038.56118906,3678801.14351084,532,1,29,179,28,39,154,3,10
1155,0.16322684,-9546038.56118906,3678801.14351084,526,1,255,183,28,39,152,3,10
1156,0.17606543,-9545038.56118906,3678801.14351084,576,1,305,184,29,42,151,3,10
1157,0.17606543,-9544038.56118906,3678801.14351084,591,1,343,181,29,42,150,3,9
1158,0.17606543,-9543038.56118906,3678801.14351084,587,1,15,179,29,41,150,4,9
1159,0.15915753,-9542038.56118906,3678801.14351084,582,1,64,177,29,41,151,3,10
1160,0.15915753,-9541038.56118906,3678801.14351084,555,2,80,175,29,42,152,3,10
1161,0.15915753,-9540038.56118906,3678801.14351084,535,1,89,176,27,42,152,3,10
1162,0.1655809,-9539038.56118906,3678801.14351084,527,1,337,182,28,38,154,3,10
1163,0.1655809,-9538038.56118906,3678801.14351084,532,2,341,182,28,40,151,3,10
1164,0.1655809,-9537038.56118906,3678801.14351084,543,2,325,183,28,40,152,3,10
1165,0.14687949,-9536038.56118906,3678801.14351084,562,2,328,184,27,44,151,4,10
1166,0.14687949,-9535038.56118906,3678801.14351084,576,1,338,182,29,41,150,4,10
1167,0.14687949,-9534038.56118906,3678801.14351084,574,0,24,180,27,40,145,4,9
1168,0.21234217,-9533038.56118906,3678801.14351084,571,1,88,178,29,38,147,5,9
1169,0.21234217,-9532038.56118906,3678801.14351084,541,1,98,178,29,40,150,4,10
1170,0.21234217,-9531038.56118906,3678801.14351084,526,1,80,176,29,38,150,4,10
1171,0.16910411,-9530038.56118906,3678801.14351084,500,1,94,176,28,38,154,4,10
1172,0.16910411,-9529038.56118906,3678801.14351084,484,1,97,178,27,38,158,3,10
1173,0.16910411,-9528038.56118906,3678801.14351084,479,1,33,179,25,40,157,3,10
1174,0.18613476,-9527038.56118906,3678801.14351084,475,1,349,181,28,36,156,3,10
1175,0.18613476,-9526038.56118906,3678801.14351084,520,1,294,184,27,39,150,4,10
1176,0.18613476,-9525038.56118906,3678801.14351084,515,1,13,180,27,40,152,4,9
1177,0.16276616,-9524038.56118906,3678801.14351084,513,1,13,179,27,40,152,4,10
1178,0.16276616,-9523038.56118906,3678801.14351084,507,1,335,182,27,41,153,3,10
1179,0.16276616,-9522038.56118906,3678801.14351084,528,1,349,181,27,42,151,4,10
1180,0.16777815,-9521038.56118906,3678801.14351084,512,1,63,176,26,42,151,4,10
1181,0.16777815,-9520038.56118906,3678801.14351084,489,1,7,180,27,37,153,3,10
1182,0.16777815,-9519038.56118906,3678801.14351084,530,1,350,181,27,44,150,4,10
1183,0.15801086,-9518038.56118906,3678801.14351084,512,1,64,177,26,43,150,4,10
1184,0.15801086,-9517038.56118906,3678801.14351084,495,1,95,177,26,40,152,3,10
1185,0.15801086,-9516038.56118906,3678801.14351084,480,1,67,178,26,38,153,4,10
1186,0.174568,-9515038.56118906,3678801.14351084,470,0,347,181,25,42,156,3,9
1187,0.174568,-9514038.56118906,3678801.14351084,483,1,9,180,27,37,155,3,9
1188,0.174568,-9513038.56118906,3678801.14351084,485,1,263,185,27,39,153,3,10
1189,0.19012702,-9548038.56118906,3677801.14351084,559,1,38,178,28,40,151,3,10
1190,0.19012702,-9547038.56118906,3677801.14351084,542,1,70,177,28,38,153,3,10
1191,0.19012702,-9546038.56118906,3677801.14351084,530,0,332,181,28,38,152,3,10
1192,0.16568393,-9545038.56118906,3677801.14351084,571,2,271,185,29,41,152,3,10
1193,0.16568393,-9544038.56118906,3677801.14351084,596,1,264,183,29,42,151,3,10
1194,0.16568393,-9543038.56118906,3677801.14351084,594,1,84,179,29,41,150,4,10
1195,0.18776862,-9542038.56118906,3677801.14351084,579,1,111,177,27,44,152,3,10
1196,0.18776862,-9541038.56118906,3677801.14351084,562,1,83,176,28,43,151,4,10
1197,0.18776862,-9540038.56118906,3677801.14351084,536,1,76,177,28,42,151,4,10
1198,0.16146682,-9539038.56118906,3677801.14351084,545,2,319,184,28,39,152,4,10
1199,0.16146682,-9538038.56118906,3677801.14351084,565,2,329,184,27,42,150,4,10
1200,0.16146682,-9537038.56118906,3677801.14351084,577,2,332,183,27,43,151,4,10
1201,0.16892226,-9536038.56118906,3677801.14351084,589,1,331,181,30,43,149,4,10
1202,0.16892226,-9535038.56118906,3677801.14351084,586,1,87,179,29,41,149,4,10
1203,0.16892226,-9534038.56118906,3677801.14351084,573,1,116,177,28,43,146,4,10
1204,0.16485403,-9533038.56118906,3677801.14351084,550,2,132,176,29,41,149,4,10
1205,0.16485403,-9532038.56118906,3677801.14351084,520,1,152,179,26,41,152,4,10
1206,0.16485403,-9531038.56118906,3677801.14351084,515,1,132,178,29,38,153,4,10
1207,0.15686603,-9530038.56118906,3677801.14351084,495,1,90,177,28,36,153,3,10
1208,0.15686603,-9529038.56118906,3677801.14351084,486,1,353,181,28,36,156,3,10
1209,0.15686603,-9528038.56118906,3677801.14351084,498,1,353,181,27,38,151,4,9
1210,0.15701915,-9527038.56118906,3677801.14351084,490,1,28,179,27,37,153,4,9
1211,0.15701915,-9526038.56118906,3677801.14351084,509,2,244,185,26,40,151,4,9
1212,0.15701915,-9525038.56118906,3677801.14351084,526,1,275,183,27,41,150,4,10
1213,0.14025782,-9524038.56118906,3677801.14351084,536,1,357,180,27,43,151,3,10
1214,0.14025782,-9523038.56118906,3677801.14351084,527,1,6,180,27,41,153,3,10
1215,0.14025782,-9522038.56118906,3677801.14351084,532,1,31,179,26,43,151,4,9
1216,0.1546744,-9521038.56118906,3677801.14351084,513,1,23,179,25,43,150,4,9
1217,0.1546744,-9520038.56118906,3677801.14351084,520,1,6,180,26,40,150,4,9
1218,0.1546744,-9519038.56118906,3677801.14351084,537,1,298,182,27,43,147,4,9
1219,0.17238982,-9518038.56118906,3677801.14351084,527,1,51,177,27,43,150,4,9
1220,0.17238982,-9517038.56118906,3677801.14351084,506,1,49,177,26,40,148,4,9
1221,0.17238982,-9516038.56118906,3677801.14351084,498,1,51,178,26,39,149,4,10
1222,0.17843206,-9515038.56118906,3677801.14351084,485,1,11,180,25,37,151,4,10
1223,0.17843206,-9514038.56118906,3677801.14351084,493,1,29,179,26,38,154,4,10
1224,0.17843206,-9513038.56118906,3677801.14351084,477,1,303,183,26,40,154,4,9
1225,0.19012702,-9548038.56118906,3676801.14351084,576,1,84,176,28,42,152,3,10
1226,0.19012702,-9547038.56118906,3676801.14351084,544,1,87,176,26,40,153,3,10
1227,0.19012702,-9546038.56118906,3676801.14351084,537,1,351,181,25,40,154,3,10
1228,0.16568393,-9545038.56118906,3676801.14351084,577,1,255,184,29,42,150,3,10
1229,0.16568393,-9544038.56118906,3676801.14351084,588,1,225,182,28,43,150,3,10
1230,0.16568393,-9543038.56118906,3676801.14351084,589,1,92,178,30,42,149,4,10
1231,0.18776862,-9542038.56118906,3676801.14351084,568,1,70,177,26,44,152,4,10
1232,0.18776862,-9541038.56118906,3676801.14351084,561,1,69,178,26,44,152,4,10
1233,0.18776862,-9540038.56118906,3676801.14351084,545,1,24,179,27,40,153,4,10
1234,0.16146682,-9539038.56118906,3676801.14351084,577,2,301,185,27,42,148,4,10
1235,0.16146682,-9538038.56118906,3676801.14351084,594,1,318,182,28,44,150,4,10
1236,0.16146682,-9537038.56118906,3676801.14351084,595,0,118,179,28,44,151,4,10
1237,0.16892226,-9536038.56118906,3676801.14351084,581,1,147,178,28,43,150,4,10
1238,0.16892226,-9535038.56118906,3676801.14351084,577,1,138,177,28,43,150,4,10
1239,0.16892226,-9534038.56118906,3676801.14351084,554,2,119,175,29,41,150,5,10
1240,0.16485403,-9533038.56118906,3676801.14351084,528,1,126,177,27,41,151,4,10
1241,0.16485403,-9532038.56118906,3676801.14351084,506,1,80,178,26,40,153,3,10
1242,0.16485403,-9531038.56118906,3676801.14351084,500,1,23,180,27,36,153,4,10
1243,0.15686603,-9530038.56118906,3676801.14351084,500,1,338,181,26,38,154,3,10
1244,0.15686603,-9529038.56118906,3676801.14351084,511,2,342,182,26,38,152,4,10
1245,0.15686603,-9528038.56118906,3676801.14351084,515,1,3,180,27,40,150,4,9
1246,0.15701915,-9527038.56118906,3676801.14351084,510,1,46,178,26,42,149,4,9
1247,0.15701915,-9526038.56118906,3676801.14351084,495,1,250,183,26,38,151,4,10
1248,0.15701915,-9525038.56118906,3676801.14351084,518,2,249,185,27,40,151,4,10
1249,0.14025782,-9524038.56118906,3676801.14351084,538,1,256,184,27,44,150,3,10
1250,0.14025782,-9523038.56118906,3676801.14351084,555,1,305,182,28,43,150,4,10
1251,0.14025782,-9522038.56118906,3676801.14351084,555,1,18,179,26,43,149,4,10
1252,0.1546744,-9521038.56118906,3676801.14351084,545,2,24,178,27,42,150,4,10
1253,0.1546744,-9520038.56118906,3676801.14351084,536,1,42,178,28,40,152,4,10
1254,0.1546744,-9519038.56118906,3676801.14351084,541,1,323,182,28,43,147,5,10
1255,0.17238982,-9518038.56118906,3676801.14351084,541,1,49,179,28,43,149,5,9
1256,0.17238982,-9517038.56118906,3676801.14351084,524,1,70,176,27,41,148,5,9
1257,0.17238982,-9516038.56118906,3676801.14351084,500,1,80,178,26,41,150,4,10
1258,0.17843206,-9515038.56118906,3676801.14351084,500,1,353,181,25,38,152,4,9
1259,0.17843206,-9514038.56118906,3676801.14351084,504,1,36,179,26,38,151,5,9
1260,0.17843206,-9513038.56118906,3676801.14351084,504,2,0,180,27,40,149,5,9
1261,0.19012702,-9548038.56118906,3675801.14351084,564,1,119,176,28,41,149,3,10
1262,0.19012702,-9547038.56118906,3675801.14351084,544,1,358,180,26,39,153,3,10
1263,0.19012702,-9546038.56118906,3675801.14351084,565,1,348,181,26,39,151,3,10
1264,0.16568393,-9545038.56118906,3675801.14351084,559,1,257,183,26,41,150,3,10
1265,0.16568393,-9544038.56118906,3675801.14351084,582,1,242,184,27,44,149,4,10
1266,0.16568393,-9543038.56118906,3675801.14351084,593,0,254,181,28,43,148,4,10
1267,0.18776862,-9542038.56118906,3675801.14351084,591,1,42,178,27,44,149,4,10
1268,0.18776862,-9541038.56118906,3675801.14351084,572,1,34,178,28,43,148,4,10
1269,0.18776862,-9540038.56118906,3675801.14351084,572,1,5,180,27,41,150,4,10
1270,0.16146682,-9539038.56118906,3675801.14351084,578,1,314,182,25,43,150,4,10
1271,0.16146682,-9538038.56118906,3675801.14351084,588,0,111,179,27,44,149,4,10
1272,0.16146682,-9537038.56118906,3675801.14351084,569,1,126,177,28,43,147,5,9
1273,0.16892226,-9536038.56118906,3675801.14351084,557,1,147,178,28,42,149,4,9
1274,0.16892226,-9535038.56118906,3675801.14351084,551,1,156,179,28,41,151,4,10
1275,0.16892226,-9534038.56118906,3675801.14351084,542,1,129,177,28,41,150,5,10
1276,0.16485403,-9533038.56118906,3675801.14351084,521,1,87,177,26,40,152,4,10
1277,0.16485403,-9532038.56118906,3675801.14351084,524,1,324,183,28,36,153,4,10
1278,0.16485403,-9531038.56118906,3675801.14351084,531,1,357,181,27,38,152,4,10
1279,0.15686603,-9530038.56118906,3675801.14351084,526,2,351,181,25,41,153,4,10
1280,0.15686603,-9529038.56118906,3675801.14351084,538,1,6,180,26,41,151,4,10
1281,0.15686603,-9528038.56118906,3675801.14351084,522,1,36,178,26,40,151,4,9
1282,0.15701915,-9527038.56118906,3675801.14351084,518,1,75,178,24,42,152,4,9
1283,0.15701915,-9526038.56118906,3675801.14351084,497,0,340,181,25,39,153,4,10
1284,0.15701915,-9525038.56118906,3675801.14351084,507,1,280,183,25,41,150,4,10
1285,0.14025782,-9524038.56118906,3675801.14351084,525,1,241,184,26,43,150,4,10
1286,0.14025782,-9523038.56118906,3675801.14351084,541,2,247,185,28,42,149,4,10
1287,0.14025782,-9522038.56118906,3675801.14351084,568,1,279,183,28,43,151,4,10
1288,0.1546744,-9521038.56118906,3675801.14351084,562,1,46,178,29,41,152,4,10
1289,0.1546744,-9520038.56118906,3675801.14351084,546,1,358,180,29,40,151,4,10
1290,0.1546744,-9519038.56118906,3675801.14351084,562,1,57,178,28,43,145,5,10
1291,0.17238982,-9518038.56118906,3675801.14351084,544,1,91,176,27,43,143,5,10
1292,0.17238982,-9517038.56118906,3675801.14351084,523,1,75,176,28,42,149,5,9
1293,0.17238982,-9516038.56118906,3675801.14351084,503,1,357,180,27,42,152,4,10
1294,0.17843206,-9515038.56118906,3675801.14351084,524,1,351,181,26,41,153,4,9
1295,0.17843206,-9514038.56118906,3675801.14351084,509,1,48,179,28,40,147,5,9
1296,0.17843206,-9513038.56118906,3675801.14351084,532,1,354,181,28,40,151,4,9
